id,collectible,slug,classId,multiClassIds,spellSchoolId,cardTypeId,cardSetId,rarityId,artistName,manaCost,name,text,image,imageGold,flavorText,cropImage,childIds,keywordIds,isZilliaxFunctionalModule,isZilliaxCosmeticModule,copyOfCardId,health,attack,minionTypeId,multiTypeIds,runeCost,armor,parentId,bannedFromSideboard,touristClassId,factionId,deckSizeMod,bundledCardIds,maxSideboardCards,className
69652,1,69652-big-game-hunter,12.0,[],,4,1637,4,Chris Seaman,4,Big Game Hunter,<b>Tradeable</b> <b>Battlecry:</b> Destroy a minion with 7 or more Attack.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e420ec323e19df8ee51589eb5d2a2a5202fd0bb8bae97443f066db1a6428a156.png,,Mere devilsaurs no longer excite him. Soon he'll be trying to catch Onyxia with only a dull Krol Blade.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47d67114a47c9c3953921e1469ceb60b0dc24f1787e62765847acbadbb2a872e.png,,"[8, 97]",False,False,"[1657, 69807]",2.0,4.0,,,,,,,,,,,,neutral
55399,1,55399-big-ol-whelp,12.0,[],,4,1347,1,Concept Art House,5,Big Ol' Whelp,<b>Battlecry:</b> Draw a card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f018a8afbda1b537201d6af4b0bd8e3fa0c6c3c2b4a870699e236860e76ccf5b.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a50f037608c416984d6126c24ded805381e317bcc15c15169039a83b52f03afc.png,"A chonker, a real absolute unit.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/090f3be3193b0b3e6adf6130e1abdddde7e418ee456867a1882e48da99d60e16.png,,[8],False,False,,5.0,5.0,24.0,,,,,,,,,,,neutral
40494,1,40494-big-time-racketeer,12.0,[],,4,25,1,A. J. Nazzaro,6,Big-Time Racketeer,<b>Battlecry:</b> Summon a 6/6 Ogre.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7a2ef8eac72368ab4b1d2359d32baf057bb3d1811c3c2f88c7521576fb51b2b.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a7d4213235338ad6273ac84395cde3554741bb26b3030167951e74c453c17c2.png,"""It'd be a shame if someone disenchanted those Legendaries.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9189eb3751f10c848775d443dfdb8dba30d42d5a0536e9822dc0427e8759703e.png,[40495],[8],False,False,,1.0,1.0,,,,,,,,,,,,neutral
38538,1,38538-bilefin-tidehunter,12.0,[],,4,21,1,James Ryman,2,Bilefin Tidehunter,<b>Battlecry:</b> Summon a 1/1 Ooze with <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/043a6d037c3a344f215b3f72d11c21cfb8f2a0d3d5139b490fc051da329e61ac.png,,Bile actually makes for surprisingly sturdy fins.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d108173f11847908681f55f53ac8c6d070e15ecade78573444e47dd10e4baab.png,[38537],"[1, 8]",False,False,,1.0,2.0,14.0,,,,,,,,,,,neutral
41170,1,41170-binding-heal,6.0,[],5.0,5,27,1,Tyler Walpole,1,Binding Heal,Restore 5 Health to a minion and your hero.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11fed3073cb516d7ff908f6501e811b68f684630d871def207f2fd2f98274b90.png,,"By accepting this healing, you agree to the following terms…",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b345744cdde0e47f34622703099fc208fbbbb49e909f5779d6a26e6dcf42bf8f.png,,,False,False,,,,,,,,,,,,,,,priest
47887,1,47887-biology-project,2.0,[],4.0,5,1127,1,J. Paick & K. Turovec,1,Biology Project,Each player gains 2 Mana Crystals.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/618a1345fc082f793558403061bf87cc7667474ba859f85c019e29df4c89953d.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/773da3e56ba7750392c24d1fa098c0f235a78acf1c6cccb8eaac7245a6270c72.png,Step 1: Grow giant evil strawberry. Step 2: ???? Step 3: Rule Azeroth!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a29b41d3dd0148af8a5abadd47655b8e217bd9bf5c0c4eeaf5c7ad7364cc3c1.png,,,False,False,,,,,,,,,,,,,,,druid
72316,1,72316-bioluminescence,8.0,[],4.0,5,1658,4,Grace Liu,4,Bioluminescence,Give your minions <b>Spell Damage +1</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba93735d5193ed382ffcbcec24d581881f4a04d45ec2398b74effa181ea52195.png,,The perfect card for Spell Damage Shaman and Spelling Bee Shaman.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc0c8eb6604a11f08a3de0ed8f125c47bdea737f7d67357f4ff9b17aaab4bbb2.png,,[2],False,False,,,,,,,,,,,,,,,shaman
110239,1,110239-biopod,3.0,[],,4,1935,3,Luca Zontini,2,Biopod,<b>Deathrattle:</b> Deal damage equal to this minion's Attack to a random enemy. <b>Starship Piece</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad49f85467dbddc5cdec3e5a9cc1a74e7f4ae8316f203fca06d708b5d2c07739.png,,Do not tap the glass.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e2aef6f78c20f0464ccc46fbc9a6e87661f86dccd4b80a4b53a3009bcf61aab.png,[113709],"[12, 323]",False,False,,2.0,2.0,,,,,,,,,,,,hunter
106574,1,106574-birdwatching,3.0,[],,5,1905,3,Adam Byrne,2,Birdwatching,<b>Discover</b> a minion from your deck. Give all copies of it +2/+1 <i>(wherever they are)</i>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/37dc9896da8e8fb7d86e3b9c5ad493abed40943b9982641c3fb9d3a9fd951d2c.png,,A bird in the hand is worth two in the deck.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6be4904dd1839eb241db22fd0cc17e3b04d12d8eabdad1129404dcbba442ac0e.png,,[21],False,False,,,,,,,,,,,,,,,hunter
577,1,577-bite,2.0,[],,5,3,3,MAR Studio,4,Bite,Give your hero +4 Attack this turn. Gain 4 Armor.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0717b2aa540bcb2607379f7c648190b8d851c87927f1258c36ded4273e722581.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/337952c9e5404c0ed137858c6441e018f44af3971c91a3cf39e3691aa4810b6d.png,Chew your food!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f40299dc51aa384fa06992e074ff582ca3b7128ec9ed1dfe64580148049b8be1.png,,,False,False,[69982],,,,,,,,,,,,,,druid
41216,1,41216-biteweed,7.0,[],,4,27,4,Craig Elliott,2,Biteweed,<b>Combo:</b> Gain +1/+1 for each other card you've played this turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c853b19b1058dd7a195ca6f5d000be0f9814d6fbd00a44588272206c07ee42a8.png,,AKA Edwin VanLeaf.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5da03a3d1da660570cb2659b945022008fd2cb7cb419861dd8602c7cef4acb67.png,,[13],False,False,,2.0,1.0,,,,,,,,,,,,rogue
121176,1,121176-bitter-end,,"[4, 10]",3.0,5,1957,3,Bima Kusuma,5,Bitter End,<b>Freeze</b> a minion and its neighbors. Destroy any that are damaged.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6dd38b2317bfa6a1b0b077de5ff4fff65a4c27e847743b7e311ff909255d852.png,,"Also comes in Sweet, Salty, Sour, and Umami.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46803c8e2c3f80f5d81444db2adc582dbb1289893713db8491ed518c9c3c1608.png,,[10],False,False,,,,,,,,,,,,,,,
114935,1,114935-bitterbloom-knight,12.0,[],,4,1946,1,Stefano Spagnuolo,2,Bitterbloom Knight,<b>Battlecry:</b> <b>Imbue</b> your Hero Power.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/704985db4efc481734ba195bf0baf1a141a41f019cfa95418f26f022b5d18fad.png,,"Every rose has its thorn, beard, and shield.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3703c40e6c542918100e7661e41074bd969a198e0d3c77799815db519278afb4.png,"[114905, 114069, 114059, 114052, 114056, 114023, 121243, 121272, 117399, 116450, 114070]","[8, 318]",False,False,,3.0,2.0,,,,,,,,,,,,neutral
41263,1,41263-bittertide-hydra,12.0,[],,4,27,4,Mark Gibbons,5,Bittertide Hydra,"Whenever this minion takes damage, deal 3 damage to your hero.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/160cc95ef5dfc28f1b53360b6211ec332d9d05d9b50afdaf99c6127df11b6c92.png,,It's actually only the middle head that's bitter. The others are sweet and spicy.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/000ffe1b78228cd96966c41ed77089f5615c5fcd1bbc65ac7e1503b3a16c858b.png,,,False,False,,8.0,8.0,20.0,,,,,,,,,,,neutral
48445,1,48445-black-cat,4.0,[],,4,1125,1,Jakub Kasper,3,Black Cat,"<b>Spell Damage +1</b> <b>Battlecry:</b> If your deck has only odd-Cost cards, draw a card.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ed13d6750b9b609b6276a333ab2fd10ba3b3514566693e374e33252ae090690.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c44b70212c0ed65c38705ebe848b938244a23eb26c030f02c8bbed532c68e8eb.png,"She's so odd, you can't even.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0c5b32de9515ee7cbdb63ae1991209247391bad27d9d30136713682431c7e90.png,,"[2, 8]",False,False,,3.0,3.0,20.0,,,,,,,,,,,mage
111178,1,111178-black-hole,9.0,[],6.0,5,1935,4,Grafit Studio,8,Black Hole,Destroy all minions except Demons.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f17e48a62f9a63e2e9e2e17121cf5baef3a880373e831a2a25705fb390be8f76.png,,That's right! The square goes in the black hole.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4693db13d7bfa5aa44dca85f51904e03b3625a49341574bf3e93bc3b3384a3a.png,,,False,False,,,,,,,,,,,,,,,warlock
126210,1,126210-black-market-auctioneer,12.0,[],,4,1988,4,Ivan Fomin,9,Black Market Auctioneer,"<b>Prepare</b> Whenever you cast a spell, draw a card.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04b6990f5cdc394dc82f952d3e98849ad927297f1196d7cab06c7b1919ea0b2c.png,,I got the best steals anywhere!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e85096708d3fce5ac6f2b93adb5f3f3cc24364bf620109d185c49eda5ffc21a8.png,,[382],False,False,,4.0,4.0,,,,,,,,,,,,neutral
126422,1,126422-black-market-overseer,3.0,[],,4,1988,1,Sergey Tsvelykh,1,Black Market Overseer,"Whenever you play a <b>Deathrattle</b> minion, give it <b>Rush</b>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf528941f135f783ec3bf9235bc0ea6c3d6c947bff341c1109ce227ac82f9683.png,,Do you have an account with the black market? If you sign up now you'll get 20% off your first crate of stolen goods!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1def05a404983a2aa02704c0537b7d32f11f79706710c9232d742f632af8df5f.png,,"[12, 53]",False,False,,3.0,1.0,,,,,,,,,,,,hunter
102564,1,102564-black-morass-imposter,4.0,[],,4,1898,3,Arthur Gimaldinov,2,Black Morass Imposter,"Each turn this is in your hand, transform it into a random 2-Cost minion that gains <b>Spell Damage +1</b>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65715ac66f6b8712485b148511ae2e1d7662c93758c06db9d2f5694a929f7d46.png,,Does something seem off about Medivh's apprentice to you?,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed00e1c5973a0bbd5f20b003951ff73323e2be97bb90136e1aa7939317006ad2.png,,[2],False,False,,2.0,2.0,,,,,,,,,,,,mage
42825,1,42825-blackguard,5.0,[],,4,1001,4,James Ryman,6,Blackguard,"Whenever your hero is healed, deal that much damage to a random enemy minion.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e053cdec92ca5ccc36b52910be5460b8e475b81d87d8aad3e5b0d37e48d4024.png,,"""Did I ever tell you the story of when I single-handedly took down a 29/29 C'thun?"" - Reno Jackson",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7081bdf04c5ff57fd0d2d4feaefc86f5003f325457dc5dfeeb36c1cc2a74a7a6.png,,,False,False,[95641],9.0,3.0,11.0,[2],,,,,,,,,,paladin
46721,1,46721-blackhowl-gunspire,10.0,[],,4,1125,5,Jason Kang,7,Blackhowl Gunspire,"Can't attack. Whenever this minion takes damage, deal 3 damage to a random enemy.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6400f79ffd08c94ee427ef6aebfc1c65a9353461d0121a53eb103c0d2f5cfca.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9da5cc87700287a1bf524f3257e9edf789962b41488b1a4dc5ec4ef9b82d616.png,"The upper windows used to be for aiming. Then we thought: ""Hey! MORE cannons!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1919b5dfbce2223a7d260ed204b3e86bff754f5435abfd0b160187b240665af.png,,,False,False,,8.0,3.0,,,,,,,,,,,,warrior
56528,1,56528-blackjack-stunner,7.0,[],,4,1414,3,Dave Allsop,1,Blackjack Stunner,"<b>Battlecry:</b> If you control a <b>Secret</b>, return a minion to its owner's hand. It costs (2) more.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75f734ee2b46a82f631f6888d00002a42cc0d81e73502c80c4eec7e74ef9eb4a.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a63ab6ba0a40bbfcc2c9ad45c6b0b93a481687b34903fd8612917669fcf75751.png,"""I'm about to ruin this 10-cost minion's whole career.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f0e28e76ab385ceafc33956f0c9d92ac9579847a0cd1714a68307127b45072b.png,,"[5, 8]",False,False,,2.0,1.0,,,,,,,,,,,,rogue
125988,1,125988-blackpaws-whip,7.0,[],,7,1988,1,Ramzy Kamen,3,Blackpaw's Whip,Costs (1) less for each Coin you're holding. <b>Deathrattle:</b> Draw a card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93f44170e98c9b4f3d2bfb13d98599546e330c3c961ff7aa307c7d49720e88f6.png,,Coin-Whip-Concede.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10d4cb4aabcf86f02c7b888d5f14d29d5a6844134008c15d3006af301fd36008.png,,[12],False,False,,2.0,3.0,,,,,,,,,,,,rogue
90678,1,90678-blackrock-n-roll,10.0,[],2.0,5,1809,5,Alex Horley Orlandelli,5,Blackrock 'n' Roll,Give all minions in your deck Attack and Health equal to their Cost.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5572d143c1ff3313a42bb671301abd077133d8391479fb35e7e9ee3758b6095c.png,,Thank goodness it's not called Black-ska Mountain.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f147c6c561dd3c38c77bbd17a6cddbb9328a41072b21db4a5aa00174b32761d.png,,,False,False,,,,,,,,,,,,,,,warrior
72120,1,72120-blackscale-brute,10.0,[],,4,1658,3,Konstantin Turovec,7,Blackscale Brute,"<b>Taunt</b>. <b>Battlecry:</b> If you have a weapon equipped, summon a 5/6 Naga with <b>Rush</b>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90ea1b18854fad9f06dfb3c04cd44958000ce65c7b216b53ce4acdb7b83ea972.png,,"Black, the scales of angry Naga! Red, the flames of Azshari's past!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb5ba5be1b61c781b48f290d672ca1f8f71d1248f22f0bfeda58fb69f5fd5321.png,[87697],"[1, 8, 53]",False,False,,6.0,5.0,92.0,,,,,,,,,,,warrior
64197,1,64197-blacksmithing-hammer,10.0,[],,7,1578,3,Akkapoj T.,4,Blacksmithing Hammer,"<b>Tradeable</b> After you <b>Trade</b> this, gain +2 Durability.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa9adbd751e1ef31fc8631d9e58c94a78746cca73511d0b4ce0db1698758068f.png,,"Passed through the hands of countless smiths, and eventually the skulls of their enemies.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3cd1ed90e756bab22f6ec25deb416c355352bbce9e65254ef3dfa086382ac9c.png,,[97],False,False,,1.0,5.0,,,,,,,,,,,,warrior
47077,1,47077-blackwald-pixie,12.0,[],,4,1125,1,Ivan Fomin,3,Blackwald Pixie,<b>Battlecry:</b> Refresh your Hero Power.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96ee62139e9d81267a10290dcf07e9f093c374f53d4d887c97afa2c6493a1cde.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4d71f39de689b3eedd308fe837ed2d01c99f581caf6aa49d09cd86d64cb5b1b.png,"""Oh hi bark.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d70e4e6c8216e30bc2fa9630fa6bcfeb1682e3d779a0733f21a29013061037e1.png,,[8],False,False,,4.0,3.0,,,,,,,,,,,,neutral
72488,1,72488-blackwater-behemoth,6.0,[],,4,1658,5,Zoltan Boros,7,Blackwater Behemoth,<b>Colossal +1</b> <b>Lifesteal</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4823e71a3c0e3bbb4f930489609b9e209d860602f0a064721776aab28c035de6.png,,What's a Blackwater Behemoth's favorite meal? Fish n' Ships.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0358854fd12a5acc03ea8cf68f55d05c64613e25e00e38dfc014129dc3731270.png,[72489],"[38, 231]",False,False,,10.0,8.0,20.0,,,,,,,,,,,priest
65597,1,65597-blackwater-cutlass,7.0,[],,7,1578,1,Jason Kang,1,Blackwater Cutlass,"<b>Tradeable</b> After you <b>Trade</b> this, reduce the Cost of a spell in your hand by (1).",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4df613f20e4eca57e89849b25f47c66a0585f72a091575925f50b40e943e6628.png,,Popular around Stormwind for slashing prices.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f56d1324ffa3f6e542ee261fbcc33875ec2862a5e1f3bb6037b89e88cc5cea41.png,,[97],False,False,,2.0,2.0,,,,,,,,,,,,rogue
38960,1,38960-blackwater-pirate,12.0,[],,4,21,3,Max Grecke,4,Blackwater Pirate,Your weapons cost (2) less.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0218341fc29a744ab8d8607a267e00260cf57499e004bd1ded872cc77b046646.png,,"""Look, they fell off the back of a ship, do you want them or not? I have a meeting with Y'Shaarj in like ten minutes.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d1c9e6cb0fc56f49755bac1c2636b1e9310253179c751c084e403c4a6c4c3ad9.png,,,False,False,,5.0,2.0,23.0,,,,,,,,,,,neutral
2409,1,2409-blackwing-corruptor,12.0,[],,4,14,1,Greg Staples,5,Blackwing Corruptor,"<b>Battlecry:</b> If you're holding a Dragon, deal 5 damage.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b32c36c2277d2f8764586db67d1950aaf61541dcccaa86d230b3ae5c0acb115.png,,He got his name when he gave Blackwing some comic books and rock & roll records.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c36ae844634c88fa8d3e3a8e012c0b5f95f38e807b5982f35d0d062f5cf319d.png,,[8],False,False,[103232],4.0,5.0,,,,,,,,,,,,neutral
103232,1,103232-blackwing-corruptor,12.0,[],,4,1898,1,Greg Staples,5,Blackwing Corruptor,"<b>Battlecry:</b> If you're holding a Dragon, deal 5 damage.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9d8edcb542adfb136fab718fca1a5bc41e554f4853762c6d9a138490f7b3988.png,,He got his name when he gave Blackwing some comic books and rock & roll records.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f8bdba703a68104fac9b27138234b70ce9205d974f0fe6b9fbab47097e8e8cc.png,,[8],False,False,[2409],4.0,5.0,,,,,,,,,,,,neutral
122759,1,122759-blackwing-experiment,1.0,[],,4,1980,3,Patrik Bjorkstrom,2,Blackwing Experiment,<b>Deathrattle:</b> Get a 2-Cost spell that deals this minion's Attack damage.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2596cae293a5a25931c330477021c5c562ae621466c5d24b971cfed0f4d03344.png,,How it feels to breathe frost breath. Frost breath: Freeze your senses!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f356f057cc8dd871cd376f370193564e0cd5430bc2d358d8dc6832ae4379aa1d.png,[122754],[12],False,False,,1.0,3.0,24.0,[11],"{'blood': 0, 'frost': 1, 'unholy': 0}",,,,,,,,,deathknight
2408,1,2408-blackwing-technician,12.0,[],,4,14,1,Matt Dixon,3,Blackwing Technician,"<b>Battlecry:</b> If you're holding a Dragon, gain +1/+1.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c45a0c7aa97e95ddb7c254ecf42b145f8e6a9f0dbce18afee2d8c67e03326915.png,,This is who you go to when your Blackwing needs a tune up. Don't go to a cut rate Blackwing tune up shop!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/524e06f93270953b7fd332c9bfff30af0316d9a71eac68a9896f98d4dcabeb79.jpg,,[8],False,False,,4.0,2.0,,,,,,,,,,,,neutral
58492,1,58492-blade-dance,14.0,[],,5,1463,3,Zoltan Boros,2,Blade Dance,Deal damage equal to your hero's Attack to 3 random enemy minions.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af209d61475a6acc9e8fd810835cca649f601b18c5455953bc2df10b3d32216a.png,,The surest way to clear the dance floor.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a1296016c04c33141b2cff4bbb1ecefdead21d3dd60a6b4671583f44e52bf5e.png,,,False,False,,,,,,,,,,,,,,,demonhunter
1064,1,1064-blade-flurry,7.0,[],,5,3,3,Hideaki Takamura,2,Blade Flurry,Destroy your weapon and deal its damage to all enemy minions.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d47bd575aec75cddd3226109741dcef79a8bfd135612162518b63396889b993.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4cffad5076acf459b4e26ba5b36c97c2cde36127903e7475027d69a6d28c36d.png,"""Look, it's not just about waving daggers around really fast. It's a lot more complicated than that."" - Shan, Rogue Trainer",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c10b542701979d2575e3ad37eb2d13fed5ba89e974408731dbc1c903058c0ec6.png,,,False,False,[69766],,,,,,,,,,,,,,rogue
38861,1,38861-blade-of-cthun,7.0,[],,4,21,4,Steve Prescott,7,Blade of C'Thun,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to your C'Thun's <i>(wherever it is).</i>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef4eaf540cd192a9cb202ec7a7f873c33bfbd02561a97b9886a98bc7c8ae48b6.png,,C'Thun demands a sacrifice! Preferably a Deathwing.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ace7b58900e328ec6cfde42ee94dcdbeef1207131d14d3561cf27805e1a7a03d.png,,[8],False,False,[102611],4.0,4.0,,,,,,,,,,,,rogue
102611,1,102611-blade-of-cthun,7.0,[],,4,1898,4,Steve Prescott,7,Blade of C'Thun,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to your C'Thun's <i>(wherever it is).</i>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92afe2146d32b02e486089e4079ed06f91cedcd237fe8b9d89d8c25cc010075e.png,,C'Thun demands a sacrifice! Preferably a Deathwing.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca7254ce575c25ff9342486052691b33bcd396676c67aacd84732bd6c7571b1f.png,,[8],False,False,[38861],4.0,4.0,,,,,,,,,,,,rogue
38391,1,38391-bladed-cultist,7.0,[],,4,21,1,Jakub Kasper,1,Bladed Cultist,<b>Combo:</b> Gain +1/+1.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/706b5bd49d175b56ded5b6bd520c24520f1bd63651941f394c1712dbe8721c01.png,,He has a poor understanding of the law of diminishing returns.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf7d0d7c901d4f5f90c8fe9e4af39887dd796c8c0aa969d959795fec2084b755.png,,[13],False,False,[69743],2.0,1.0,,,,,,,,,,,,rogue
43277,1,43277-bladed-gauntlet,10.0,[],,7,1004,4,Luca Zontini,2,Bladed Gauntlet,Has Attack equal to your Armor. Can't attack heroes.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82f433ecd44f36e0465be8669b9693f756869f72a616f4555384ba26c8a8a4af.png,,CAUTION: DO NOT SCRATCH NOSE.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49c540d23979b5f0f2e08bd763cfe1816df252dea05dfb36633c2557574a3b86.png,,,False,False,[129222],2.0,,,,,,,,,,,,,warrior
129222,1,129222-bladed-gauntlet,10.0,[],,7,1637,4,Luca Zontini,2,Bladed Gauntlet,Has Attack equal to your Armor. Can't attack heroes.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d8b567455f95d81c57ee03b717d93c907bda1dba6025ce851b88daf6ac997b7.png,,CAUTION: DO NOT SCRATCH NOSE.,,,,False,False,[43277],2.0,,,,,,,,,,,,,warrior
61132,1,61132-bladed-lady,14.0,[],,4,1466,3,James Ryman,6,Bladed Lady,<b>Rush</b> Costs (1) if your hero has 6 or more Attack.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b932e2186343512cde3170de475d589f7ae4e83f63ec4e58029dfdb63897ec5.png,,"While you were busy learning magic, she studied the blade.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/846504374da1ce2125f5d4230953ac804f57703b941d79cb58266813ef5b4d2d.png,,[53],False,False,[75949],6.0,6.0,15.0,,,,,,,,,,,demonhunter
72007,1,72007-blademaster-okani,12.0,[],,4,1658,5,Hideaki Takamura,4,Blademaster Okani,<b>Battlecry:</b> <b>Secretly</b> choose to <b>Counter</b> the next minion or spell your opponent plays while this is alive.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/260f2bb6978e1ebc02208ec8b47f436fc9472ee5a4d22faafd14f9f4a72a592b.png,,Yet ANOTHER sword fighter that spams counters.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec522e09a9fce2aff9e92513c6721c5f917d6f3eee8c62b6264ec2a2898f7ab4.png,"[72001, 72003]","[8, 16]",False,False,,6.0,2.0,,,,,,,,,,,,neutral
62587,1,62587-blademaster-samuro,12.0,[],,4,1525,5,A. J. Nazzaro,4,Blademaster Samuro,<b>Rush</b> <b>Frenzy:</b> Deal damage equal to this minion's Attack to all enemy minions.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1115134b2d8f4221d54bedb9dcc12c868e999f9a499662e43eeed16882d6da47.png,,"Artists paint their visions meticulously on canvas. Blademasters paint with, uh, broader strokes.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1dd992b3d44797cb33e2a46bd952ba74b0e65ca3582048bda92d1053daabdc44.png,,"[53, 99]",False,False,,6.0,1.0,,,,,,,,,,,,neutral
56504,1,56504-bladestorm,10.0,[],,5,1414,4,Mauricio Herrera,2,Bladestorm,Deal 1 damage to all minions. Repeat until one dies.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a184883b8c4f648495aa88d27e668967d09f8cc81884b7c814299b8a397a2817.png,,"Dear minions: Woosh, woosh, woosh, woosh, woosh. Best regards, Bladestorm",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a59ca433d16c8b81ce82e87f66a2475ec6f52eabebe112e69f712c77f04c458.png,,,False,False,[97332],,,,,,,,,,,,,,warrior
