id,name,collectible,classId,className,multiClassIds,multiClassNames,cardTypeId,cardTypeName,cardSetId,setName,rarityId,rarityName,manaCost,attack,health,armor,minionTypeId,minionTypeName,keywordIds,keywordNames,spellSchoolId,spellSchoolName,text
45547,Feral Gibberer,1,12.0,neutral,[],[],4,minion,1004,kobolds-and-catacombs,3,rare,1,1,1,0,,none,,[],,none,"After this minion attacks a hero, add a copy of it to your hand."
38334,Feral Rage,1,2.0,druid,[],[],5,spell,21,whispers-of-the-old-gods,1,common,3,0,0,0,,none,,[],,none,Choose One - Give your hero +4 Attack this turn; or Gain 8 Armor.
69688,Feral Rage,1,2.0,druid,[],[],5,spell,1637,core,1,common,3,0,0,0,,none,,[],,none,Choose One - Give your hero +4 Attack this turn; or Gain 8 Armor.
238,Feral Spirit,1,8.0,shaman,[],[],5,spell,3,classic,3,rare,3,0,0,0,,none,"[1, 14]","['Taunt', 'Overload: X']",4.0,nature,Summon two 2/3 Spirit Wolves with Taunt. Overload: (1)
114498,Ferocious Felbat,1,14.0,demonhunter,[],[],4,minion,1946,into-the-emerald-dream,4,epic,7,7,5,0,15.0,demon,[12],['Deathrattle'],,none,Deathrattle: Resurrect a different friendly Deathrattle minion that costs (5) or more. Summon a copy of it.
47423,Ferocious Howl,1,2.0,druid,[],[],5,spell,1125,the-witchwood,1,common,3,0,0,0,,none,,[],,none,Draw a card. Gain 1 Armor for each card in your hand.
47516,Festeroot Hulk,1,10.0,warrior,[],[],4,minion,1125,the-witchwood,3,rare,5,2,7,0,11.0,undead,,[],,none,"After a friendly minion attacks, gain +1 Attack."
92240,Festival Security,1,12.0,neutral,[],[],4,minion,1809,festival-of-legends,3,rare,3,2,5,0,,none,"[1, 255]","['Taunt', 'Finale']",,none,Taunt Finale: Force all enemy minions to attack this.
103146,Fetch!,1,3.0,hunter,[],[],5,spell,1897,whizbangs-workshop,1,common,1,0,0,0,,none,,[],,none,"Draw a minion. If it's a Beast, draw a spell."
1797,Feugen,1,12.0,neutral,[],[],4,minion,12,naxxramas,5,legendary,5,4,7,0,11.0,undead,[12],['Deathrattle'],,none,"Deathrattle: If Stalagg also died this game, summon Thaddius."
94852,Fiddlefire Imp,1,9.0,warlock,"[4, 9]",[],4,minion,1809,festival-of-legends,1,common,3,3,3,0,15.0,demon,[8],['Battlecry'],,none,Battlecry: Add a random Fire Mage and Fire Warlock spell to your hand.
62888,Field Contact,1,7.0,rogue,[],[],4,minion,1525,forged-in-the-barrens,3,rare,3,3,2,0,,none,"[8, 13]","['Battlecry', 'Combo']",,none,"After you play a Battlecry or Combo card, draw a card."
72549,Field of Strife,1,14.0,demonhunter,[],[],5,spell,1626,fractured-in-alterac-valley,3,rare,2,0,0,0,,none,,[],,none,Your minions have +1 Attack. Lasts 3 turns.
46864,Fiendish Circle,1,9.0,warlock,[],[],5,spell,1125,the-witchwood,1,common,3,0,0,0,,none,,[],7.0,fel,Summon four 1/1 Imps.
55251,Fiendish Rites,1,9.0,warlock,[],[],5,spell,1347,descent-of-dragons,1,common,3,0,0,0,,none,[79],['Invoke'],,none,Invoke Galakrond. Give your minions +1 Attack.
56112,Fiendish Servant,1,9.0,warlock,[],[],4,minion,1403,galakronds-awakening,1,common,1,2,1,0,15.0,demon,[12],['Deathrattle'],,none,Deathrattle: Give this minion's Attack to a random friendly minion.
117061,Fiendish Servant,1,9.0,warlock,[],[],4,minion,1637,core,1,common,1,2,1,0,15.0,demon,[12],['Deathrattle'],,none,Deathrattle: Give this minion's Attack to a random friendly minion.
2894,Fierce Monkey,1,10.0,warrior,[],[],4,minion,20,league-of-explorers,1,common,3,3,4,0,20.0,beast,[1],['Taunt'],,none,Taunt
84232,Fierce Outsider,1,14.0,demonhunter,[],[],4,minion,1776,march-of-the-lich-king,1,common,1,2,1,0,,none,"[53, 86]","['Rush', 'Outcast']",,none,Rush Outcast: Your next Outcast card costs (1) less.
38584,Fiery Bat,1,3.0,hunter,[],[],4,minion,21,whispers-of-the-old-gods,1,common,1,2,1,0,20.0,beast,[12],['Deathrattle'],,none,Deathrattle: Deal 1 damage to a random enemy.
401,Fiery War Axe,1,10.0,warrior,[],[],7,weapon,1635,legacy,2,free,2,3,2,0,,none,,[],,none,
90687,Fight Over Me,1,6.0,priest,[],[],5,spell,1809,festival-of-legends,4,epic,4,0,0,0,,none,,[],6.0,shadow,Choose two enemy minions. They fight! Add copies of any that die to your hand.
40617,Fight Promoter,1,12.0,neutral,[],[],4,minion,25,mean-streets-of-gadgetzan,4,epic,6,4,4,0,,none,[8],['Battlecry'],,none,"Battlecry: If you control a minion with 6 or more Health, draw two cards."
74890,Filletfighter,1,7.0,rogue,[],[],4,minion,1658,voyage-to-the-sunken-city,1,common,1,3,1,0,23.0,pirate,[8],['Battlecry'],,none,Battlecry: Deal 1 damage.
111008,Final Frontier,1,2.0,druid,[],[],5,spell,1935,the-great-dark-beyond,4,epic,7,0,0,0,,none,[21],['Discover'],1.0,arcane,Discover a 10-Cost minion from the past. Set its Cost to (1).
63369,Final Gasp,1,9.0,warlock,[],[],5,spell,1525,forged-in-the-barrens,1,common,1,0,0,0,,none,,[],6.0,shadow,"Deal 1 damage to a minion. If it dies, summon a 2/2 Adventurer with a random bonus effect."
64375,Final Showdown,1,14.0,demonhunter,[],[],5,spell,1578,united-in-stormwind,5,legendary,1,0,0,0,,none,[96],['Questline'],,none,Questline: Draw 4 cards in one turn. Reward: Reduce the Cost of the cards drawn by (1).
121271,Finality,1,1.0,deathknight,[],[],5,spell,1957,across-the-timeways,3,rare,3,0,0,0,,none,[318],['Imbue'],,none,Draw an Undead. Imbue your Hero Power twice.
64678,Find the Imposter,1,7.0,rogue,[],[],5,spell,1578,united-in-stormwind,5,legendary,1,0,0,0,,none,[96],['Questline'],,none,Questline: Play 2 SI:7 cards. Reward: Add a Spy Gizmo to your hand.
40423,Finders Keepers,1,8.0,shaman,[],[],5,spell,25,mean-streets-of-gadgetzan,4,epic,1,0,0,0,,none,"[14, 21]","['Overload: X', 'Discover']",,none,Discover a card with Overload. Overload: (1)
110760,Fine Print,1,9.0,warlock,[],[],5,spell,1905,perils-in-paradise,3,rare,4,0,0,0,,none,,[],6.0,shadow,Deal 4 damage to all minions. (Excess damage hits your hero.)
40803,"Finja, the Flying Star",1,12.0,neutral,[],[],4,minion,25,mean-streets-of-gadgetzan,5,legendary,5,3,5,0,14.0,murloc,[6],['Stealth'],,none,"Stealth Whenever this attacks and kills a minion, summon 2 Murlocs from your deck."
120428,"Finja, the Flying Star",1,12.0,neutral,[],[],4,minion,1637,core,5,legendary,5,3,5,0,14.0,murloc,[6],['Stealth'],,none,"Stealth Whenever this attacks and kills a minion, summon 2 Murlocs from your deck."
118480,Fire Breath,1,8.0,shaman,[],[],5,spell,1952,the-lost-city-of-ungoro,1,common,3,0,0,0,,none,,[],2.0,fire,Deal 4 damage. Give your Elementals +1/+1.
61202,Fire Breather,1,9.0,warlock,[],[],4,minion,1466,madness-at-the-darkmoon-faire,3,rare,4,4,3,0,15.0,demon,[8],['Battlecry'],,none,Battlecry: Deal 2 damage to all minions except Demons.
189,Fire Elemental,1,8.0,shaman,[],[],4,minion,1635,legacy,2,free,6,6,5,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Deal 4 damage.
69516,Fire Elemental,1,8.0,shaman,[],[],4,minion,1637,core,1,common,6,6,5,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Deal 4 damage.
41323,Fire Fly,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,1,common,1,1,2,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Add a 1/2 Elemental to your hand.
111469,Fire Fly,1,12.0,neutral,[],[],4,minion,1637,core,1,common,1,1,2,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Add a 1/2 Elemental to your hand.
55405,Fire Hawk,1,12.0,neutral,[],[],4,minion,1347,descent-of-dragons,1,common,3,1,3,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Gain +1 Attack for each card in your opponent's hand.
41107,Fire Plume Harbinger,1,8.0,shaman,[],[],4,minion,27,journey-to-ungoro,3,rare,2,1,1,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Reduce the Cost of Elementals in your hand by (1).
41260,Fire Plume Phoenix,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,1,common,4,3,4,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Deal 3 damage.
120523,Fire Plume Phoenix,1,12.0,neutral,[],[],4,minion,1637,core,1,common,4,3,4,0,18.0,elemental,[8],['Battlecry'],,none,Battlecry: Deal 3 damage.
41427,Fire Plume's Heart,1,10.0,warrior,[],[],5,spell,27,journey-to-ungoro,5,legendary,1,0,0,0,,none,"[1, 31]","['Taunt', 'Quest']",,none,Quest: Play 7 Taunt minions. Reward: Sulfuras.
64423,Fire Sale,1,4.0,mage,[],[],5,spell,1578,united-in-stormwind,1,common,4,0,0,0,,none,[97],['Tradeable'],2.0,fire,Tradeable Deal 3 damage to all minions.
315,Fireball,1,4.0,mage,[],[],5,spell,1635,legacy,2,free,4,0,0,0,,none,,[],2.0,fire,Deal 6 damage.
69501,Fireball,1,4.0,mage,[],[],5,spell,1637,core,1,common,4,0,0,0,,none,,[],2.0,fire,Deal 6 damage.
59000,Firebrand,1,4.0,mage,[],[],4,minion,1443,scholomance-academy,1,common,3,3,4,0,,none,[88],['Spellburst'],,none,Spellburst: Deal 4 damage randomly split among all enemy minions.
118410,Firegill,1,5.0,paladin,[],[],4,minion,1952,the-lost-city-of-ungoro,1,common,2,3,2,0,14.0,murloc,"[53, 351]","['Rush', 'Kindred']",,none,Kindred: Give your other minions Rush.
2290,Fireguard Destroyer,1,8.0,shaman,[],[],4,minion,14,blackrock-mountain,1,common,4,3,6,0,18.0,elemental,"[8, 14]","['Battlecry', 'Overload: X']",,none,Battlecry: Gain 1-4 Attack. Overload: (1)
39715,Firelands Portal,1,4.0,mage,[],[],5,spell,23,one-night-in-karazhan,1,common,7,0,0,0,,none,,[],2.0,fire,Deal 6 damage. Summon a random 6-Cost minion.
63272,Firemancer Flurgl,1,8.0,shaman,[],[],4,minion,1525,forged-in-the-barrens,5,legendary,4,2,3,0,14.0,murloc,,[],,none,"After you play a Murloc, deal 1 damage to all enemies."
50408,Firetree Witchdoctor,1,12.0,neutral,[],[],4,minion,1129,rastakhans-rumble,3,rare,2,2,2,0,,none,"[8, 21]","['Battlecry', 'Discover']",,none,"Battlecry: If you're holding a Dragon, Discover a spell."
61177,Firework Elemental,1,4.0,mage,[],[],4,minion,1466,madness-at-the-darkmoon-faire,1,common,5,3,5,0,18.0,elemental,"[8, 91]","['Battlecry', 'Corrupt']",,none,Battlecry: Deal 3 damage to a minion. Corrupt: Deal 12 instead.
102408,Fireworker,1,10.0,warrior,[],[],4,minion,1897,whizbangs-workshop,3,rare,5,5,5,0,17.0,mech,[12],['Deathrattle'],,none,Deathrattle: Summon two 1/1 Boom Bots. WARNING: Bots may explode.
47855,Fireworks Tech,1,3.0,hunter,[],[],4,minion,1127,the-boomsday-project,3,rare,2,2,1,0,,none,"[8, 12]","['Battlecry', 'Deathrattle']",,none,"Battlecry: Give a friendly Mech +1/+1. If it has Deathrattle, trigger it."
64007,First Blade of Wrynn,1,5.0,paladin,[],[],4,minion,1578,united-in-stormwind,4,epic,4,3,5,0,,none,"[3, 8, 53]","['Divine Shield', 'Battlecry', 'Rush']",,none,Divine Shield Battlecry: Gain Rush if this has at least 4 Attack.
111185,First Contact,1,8.0,shaman,[],[],5,spell,1935,the-great-dark-beyond,1,common,1,0,0,0,,none,[14],['Overload: X'],,none,Summon two random 1-Cost minions. Overload: (1)
59038,First Day of School,1,5.0,paladin,[],[],5,spell,1443,scholomance-academy,1,common,1,0,0,0,,none,,[],,none,Add 2 random 1-Cost minions to your hand.
64430,First Flame,1,4.0,mage,[],[],5,spell,1578,united-in-stormwind,3,rare,1,0,0,0,,none,,[],2.0,fire,Deal 2 damage to a minion. Add a Second Flame to your hand.
126227,First Flame,1,4.0,mage,[],[],5,spell,1637,core,3,rare,1,0,0,0,,none,,[],2.0,fire,Deal 2 damage to a minion. Add a Second Flame to your hand.
54191,Fishflinger,1,12.0,neutral,[],[],4,minion,1158,saviors-of-uldum,1,common,2,3,2,0,14.0,murloc,[8],['Battlecry'],,none,Battlecry: Add a random Murloc to each player's hand.
59911,Fishy Flyer,1,12.0,neutral,[],[],4,minion,1443,scholomance-academy,1,common,4,4,3,0,14.0,murloc,"[12, 53]","['Deathrattle', 'Rush']",,none,Rush. Deathrattle: Add a 4/3 Ghost with Rush to your hand.
2628,Fist of Jaraxxus,1,9.0,warlock,[],[],5,spell,15,the-grand-tournament,3,rare,4,0,0,0,,none,,[],7.0,fel,"When you play or discard this, deal 4 damage to a random enemy."
100611,Fistful of Corpses,1,1.0,deathknight,[],[],5,spell,1892,showdown-in-the-badlands,1,common,1,0,0,0,,none,[247],['Corpse'],,none,Deal damage to a minion equal to your Corpses.
61460,Fizzy Elemental,1,2.0,druid,[],[],4,minion,1466,madness-at-the-darkmoon-faire,3,rare,9,10,10,0,18.0,elemental,"[1, 53]","['Taunt', 'Rush']",,none,Rush Taunt
2748,Fjola Lightbane,1,12.0,neutral,[],[],4,minion,15,the-grand-tournament,5,legendary,3,3,4,0,11.0,undead,[3],['Divine Shield'],,none,"Whenever you target this minion with a spell, gain Divine Shield."
67886,Flag Runner,1,14.0,demonhunter,[],[],4,minion,1626,fractured-in-alterac-valley,1,common,3,1,6,0,,none,,[],,none,"Whenever a friendly minion dies, gain +1 Attack."
97593,Flame Behemoth,1,12.0,neutral,[],[],4,minion,1858,titans,5,legendary,6,4,5,0,17.0,mech,"[8, 66]","['Battlecry', 'Magnetic']",,none,Battlecry: Get two random Magnetic Mechs. They cost (2) less.
41151,Flame Geyser,1,4.0,mage,[],[],5,spell,27,journey-to-ungoro,1,common,1,0,0,0,,none,,[],2.0,fire,Deal 2 damage. Add a 1/2 Elemental to your hand.
1090,Flame Imp,1,9.0,warlock,[],[],4,minion,3,classic,1,common,1,3,2,0,15.0,demon,[8],['Battlecry'],,none,Battlecry: Deal 3 damage to your hero.
69636,Flame Imp,1,9.0,warlock,[],[],4,minion,1637,core,1,common,1,3,2,0,15.0,demon,[8],['Battlecry'],,none,Battlecry: Deal 3 damage to your hero.
2580,Flame Juggler,1,12.0,neutral,[],[],4,minion,15,the-grand-tournament,1,common,2,2,3,0,2.0,draenei,[8],['Battlecry'],,none,Battlecry: Deal 1 damage to a random enemy.
2539,Flame Lance,1,4.0,mage,[],[],5,spell,15,the-grand-tournament,1,common,5,0,0,0,,none,,[],2.0,fire,Deal 25 damage to a minion.
105563,Flame Lance,1,4.0,mage,[],[],5,spell,1898,caverns-of-time,1,common,5,0,0,0,,none,,[],2.0,fire,Deal 25 damage to a minion.
1939,Flame Leviathan,1,4.0,mage,[],[],4,minion,13,goblins-vs-gnomes,5,legendary,7,7,7,0,17.0,mech,"[53, 72]","['Rush', None]",,none,"Rush When you draw this, deal 2 damage to all characters except Mechs."
102563,Flame Leviathan,1,4.0,mage,[],[],4,minion,1898,caverns-of-time,5,legendary,7,7,7,0,17.0,mech,"[53, 72]","['Rush', None]",,none,"Rush When you draw this, deal 2 damage to all characters except Mechs."
98143,Flame Revenant,1,12.0,neutral,[],[],4,minion,1858,titans,1,common,2,2,3,0,18.0,elemental,,[],,none,"After you summon an Elemental, give it +1/+1."
53823,Flame Ward,1,4.0,mage,[],[],5,spell,1158,saviors-of-uldum,1,common,3,0,0,0,,none,[5],['Secret'],2.0,fire,"Secret: After a minion attacks your hero, deal 3 damage to all enemy minions."
1927,Flamecannon,1,4.0,mage,[],[],5,spell,13,goblins-vs-gnomes,1,common,2,0,0,0,,none,,[],2.0,fire,Deal 4 damage to a random enemy minion.
56905,Flamereaper,1,14.0,demonhunter,[],[],7,weapon,1463,demonhunter-initiate,4,epic,7,5,3,0,,none,,[],,none,Also damages the minions next to whomever your hero attacks.
121187,Flames of Infinity,1,4.0,mage,[],[],5,spell,1957,across-the-timeways,1,common,3,0,0,0,,none,[5],['Secret'],2.0,fire,"Secret: When your enemy's turn ends, deal INFINITE damage to their highest Health minion."
115650,Flames of the Firelord,1,8.0,shaman,[],[],5,spell,1946,into-the-emerald-dream,3,rare,2,0,0,0,,none,,[],2.0,fire,"Deal 4 damage to a random enemy minion. If you're holding a card that costs (8) or more, deal 8 instead."
1004,Flamestrike,1,4.0,mage,[],[],5,spell,1635,legacy,2,free,7,0,0,0,,none,,[],2.0,fire,Deal 5 damage to all enemy minions.
69502,Flamestrike,1,4.0,mage,[],[],5,spell,1637,core,4,epic,7,0,0,0,,none,,[],2.0,fire,Deal 5 damage to all enemy minions.
1008,Flametongue Totem,1,8.0,shaman,[],[],4,minion,1635,legacy,2,free,2,0,3,0,21.0,totem,,[],,none,Adjacent minions have +2 Attack.
2275,Flamewaker,1,4.0,mage,[],[],4,minion,14,blackrock-mountain,3,rare,3,2,4,0,,none,,[],,none,"After you cast a spell, deal 2 damage randomly split among all enemies."
38263,Flamewreathed Faceless,1,8.0,shaman,[],[],4,minion,21,whispers-of-the-old-gods,1,common,4,7,7,0,,none,[14],['Overload: X'],,none,Overload: (2)
68216,Flanking Maneuver,1,14.0,demonhunter,[],[],5,spell,1626,fractured-in-alterac-valley,3,rare,4,0,0,0,,none,[53],['Rush'],,none,"Summon a 4/2 Demon with Rush. If it dies this turn, summon another."
43357,Flanking Strike,1,3.0,hunter,[],[],5,spell,1004,kobolds-and-catacombs,1,common,4,0,0,0,,none,,[],,none,Deal 3 damage to a minion. Summon a 3/3 Wolf.
896,Flare,1,3.0,hunter,[],[],5,spell,3,classic,3,rare,1,0,0,0,,none,"[5, 6]","['Secret', 'Stealth']",,none,All minions lose Stealth. Destroy all enemy Secrets. Draw a card.
48670,Flark's Boom-Zooka,1,3.0,hunter,[],[],5,spell,1127,the-boomsday-project,5,legendary,7,0,0,0,,none,,[],,none,"Summon 3 minions from your deck. They attack enemy minions, then die."
122995,Flash Flood,1,14.0,demonhunter,[],[],5,spell,1980,cataclysm,3,rare,5,0,0,0,,none,[86],['Outcast'],7.0,fel,Deal 5 damage to your opponent's left and right-most minions. Outcast: Do it again.
2582,Flash Heal,1,6.0,priest,[],[],5,spell,15,the-grand-tournament,1,common,1,0,0,0,,none,,[],5.0,holy,Restore 5 Health.
69707,Flash Heal,1,6.0,priest,[],[],5,spell,1637,core,1,common,1,0,0,0,,none,,[],5.0,holy,Restore 5 Health.
105822,Flash Sale,1,5.0,paladin,[],[],5,spell,1897,whizbangs-workshop,4,epic,4,0,0,0,,none,"[1, 3]","['Taunt', 'Divine Shield']",,none,Summon a 1/2 Mech with Divine Shield and Taunt. Give your minions +1/+2.
50028,Flash of Light,1,5.0,paladin,[],[],5,spell,1129,rastakhans-rumble,1,common,2,0,0,0,,none,,[],5.0,holy,Restore 4 Health. Draw a card.
76306,Flash of Light,1,5.0,paladin,[],[],5,spell,1637,core,1,common,2,0,0,0,,none,,[],5.0,holy,Restore 4 Health. Draw a card.
97354,Flash of Lightning,1,8.0,shaman,[],[],5,spell,1858,titans,4,epic,2,0,0,0,,none,,[],4.0,nature,"Draw a card. Next turn, your Nature spells cost (1) less."
120793,Flashback,1,7.0,rogue,[],[],5,spell,1957,across-the-timeways,3,rare,2,0,0,0,,none,[13],['Combo'],,none,Summon two random 1-Cost minions from the past. Combo: With +1 Attack.
61674,Fleethoof Pearltusk,1,12.0,neutral,[],[],4,minion,1466,madness-at-the-darkmoon-faire,1,common,5,4,4,0,20.0,beast,"[53, 91]","['Rush', 'Corrupt']",,none,Rush Corrupt: Gain +4/+4.
84692,Flesh Behemoth,1,12.0,neutral,[],[],4,minion,1776,march-of-the-lich-king,3,rare,9,4,8,0,11.0,undead,"[1, 12]","['Taunt', 'Deathrattle']",,none,Taunt Deathrattle: Draw another Undead and summon a copy of it.
59585,Flesh Giant,1,6.0,priest,"[6, 9]",[],4,minion,1443,scholomance-academy,4,epic,10,8,8,0,11.0,undead,,[],,none,Costs (1) less for each time your hero's Health changed during your turns.
397,Flesheating Ghoul,1,12.0,neutral,[],[],4,minion,3,classic,1,common,3,3,3,0,11.0,undead,,[],,none,"Whenever a minion dies, gain +1 Attack."
86691,Fleshshaper,1,10.0,warrior,[],[],4,minion,1776,march-of-the-lich-king,1,common,6,3,8,0,11.0,undead,"[1, 8]","['Taunt', 'Battlecry']",,none,"Taunt. Battlecry: If you have 5 or more Armor, summon a copy of this."
105281,Flickering Lightbot,1,5.0,paladin,[],[],4,minion,1897,whizbangs-workshop,3,rare,5,3,3,0,17.0,mech,[301],[None],,none,Gigantify Costs (1) less for each Holy spell you've cast this game.
123139,Flight Maneuvers,1,5.0,paladin,[],[],5,spell,1980,cataclysm,4,epic,4,0,0,0,,none,"[3, 371]","['Divine Shield', None]",5.0,holy,Shatter. Summon two 4/2 Drakes. Give your minions +1 Attack and Divine Shield. Summon two 4/2 Drakes. Give your minions +1 Attack and Divine Shield.
52940,Flight Master,1,12.0,neutral,[],[],4,minion,1130,rise-of-shadows,1,common,3,3,4,0,,none,[8],['Battlecry'],,none,Battlecry: Summon a 2/2 Gryphon for each player.
84391,Flight of the Bronze,1,5.0,paladin,[],[],5,spell,1776,march-of-the-lich-king,3,rare,1,0,0,0,,none,"[1, 21, 257]","['Taunt', 'Discover', 'Manathirst (X)']",,none,Discover a Dragon. Manathirst (7): Summon a 5/5 Drake with Taunt.
117606,Flight of the Firehawk,1,8.0,shaman,[],[],5,spell,1952,the-lost-city-of-ungoro,1,common,3,0,0,0,,none,,[],2.0,fire,Draw two minions of different minion types. Give them +1/+1.
64727,Flightmaster Dungar,1,12.0,neutral,[],[],4,minion,1578,united-in-stormwind,5,legendary,3,3,3,0,,none,[8],['Battlecry'],,none,Battlecry: Choose a flightpath and go Dormant.  Awaken with a bonus when you complete it!
55105,Flik Skyshiv,1,7.0,rogue,[],[],4,minion,1347,descent-of-dragons,5,legendary,6,4,4,0,,none,[8],['Battlecry'],,none,Battlecry: Destroy a minion and all copies of it (wherever they are).
101476,Flint Firearm,1,12.0,neutral,[],[],4,minion,1892,showdown-in-the-badlands,5,legendary,2,2,3,0,,none,"[8, 297]","['Battlecry', 'Quickdraw']",,none,"Battlecry: Get a random Quickdraw card. If you play it this turn, repeat this."
73462,Flipper Friends,1,2.0,druid,[],[],5,spell,1658,voyage-to-the-sunken-city,1,common,5,0,0,0,,none,"[1, 53]","['Taunt', 'Rush']",4.0,nature,Choose One - Summon a 6/6 Orca with Taunt; or six 1/1 Otters with Rush.
117037,Flipper Friends,1,2.0,druid,[],[],5,spell,1637,core,1,common,5,0,0,0,,none,"[1, 53]","['Taunt', 'Rush']",4.0,nature,Choose One - Summon a 6/6 Orca with Taunt; or six 1/1 Otters with Rush.
2068,Floating Watcher,1,9.0,warlock,[],[],4,minion,13,goblins-vs-gnomes,1,common,5,4,4,0,15.0,demon,,[],,none,"Whenever your hero takes damage on your turn, gain +2/+2."
48757,Flobbidinous Floop,1,2.0,druid,[],[],4,minion,1127,the-boomsday-project,5,legendary,4,3,4,0,,none,,[],,none,"While in your hand, this is a 3/4 copy of the last minion you played."
63520,Floecaster,1,4.0,mage,[],[],4,minion,1525,forged-in-the-barrens,1,common,6,5,5,0,,none,[9],[None],,none,Costs (2) less for each Frozen enemy.
48837,Floop's Glorious Gloop,1,2.0,druid,[],[],5,spell,1127,the-boomsday-project,5,legendary,1,0,0,0,,none,,[],4.0,nature,"Whenever a minion dies this turn, refresh a Mana Crystal."
105495,Floppy Hydra,1,12.0,neutral,[],[],4,minion,1897,whizbangs-workshop,3,rare,3,2,4,0,20.0,beast,[12],['Deathrattle'],,none,Deathrattle: Shuffle a copy of this into your deck with permanently doubled Attack and Health.
64708,Florist,1,12.0,neutral,[],[],4,minion,1578,united-in-stormwind,1,common,2,2,3,0,,none,,[],,none,"At the end of your turn, reduce the Cost of a Nature spell in your hand by (1)."
92228,Flowrider,1,8.0,shaman,[],[],4,minion,1809,festival-of-legends,1,common,1,2,1,0,92.0,naga,"[8, 14, 21]","['Battlecry', 'Overload: X', 'Discover']",,none,"Battlecry: If you're Overloaded, Discover a spell from your deck."
62804,Flurry (Rank 1),1,4.0,mage,[],[],5,spell,1525,forged-in-the-barrens,3,rare,0,0,0,0,,none,[10],['Freeze'],3.0,frost,Freeze a random enemy minion. (Upgrades when you have 5 Mana.)
77057,Flustered Librarian,1,9.0,warlock,[],[],4,minion,1691,murder-at-castle-nathria,1,common,1,1,3,0,,none,,[],,none,Has +1 Attack for each Imp you control.
114006,Flutterwing Guardian,1,12.0,neutral,[],[],4,minion,1946,into-the-emerald-dream,1,common,4,4,4,0,,none,"[1, 3, 8, 318]","['Taunt', 'Divine Shield', 'Battlecry', 'Imbue']",,none,"Taunt, Divine Shield Battlecry: Imbue your Hero Power."
120175,Flux Revenant,1,8.0,shaman,[],[],4,minion,1957,across-the-timeways,3,rare,2,1,4,0,18.0,elemental,[1],['Taunt'],,none,"Taunt Whenever you would damage this with a Nature spell, it gains +2/+1 instead."
109662,Fly Off the Shelves,1,6.0,priest,[],[],5,spell,1897,whizbangs-workshop,3,rare,3,0,0,0,,none,,[],,none,Deal 1 damage to all enemy minions. Repeat for each Dragon you're holding.
2052,Flying Machine,1,12.0,neutral,[],[],4,minion,13,goblins-vs-gnomes,1,common,3,1,4,0,17.0,mech,[11],['Windfury'],,none,Windfury
105512,Foamrender,1,1.0,deathknight,[],[],7,weapon,1897,whizbangs-workshop,3,rare,5,5,1,0,,none,[247],['Corpse'],,none,"Whenever your hero attacks, spend 3 Corpses to gain +1 Durability."
103100,Focused Will,1,6.0,priest,[],[],5,spell,1635,legacy,3,rare,1,0,0,0,,none,[15],['Silence'],,none,"Silence a minion, then give it +3 Health."
2081,Foe Reaper 4000,1,12.0,neutral,[],[],4,minion,13,goblins-vs-gnomes,5,legendary,8,6,9,0,17.0,mech,,[],,none,Also damages the minions next to whomever it attacks.
66854,Fogsail Freebooter,1,12.0,neutral,[],[],4,minion,1637,core,3,rare,2,2,2,0,23.0,pirate,[8],['Battlecry'],,none,"Battlecry: If you have a weapon equipped, deal 2 damage."
56460,Font of Power,1,4.0,mage,[],[],5,spell,1414,ashes-of-outland,3,rare,1,0,0,0,,none,[21],['Discover'],1.0,arcane,"Discover a Mage minion. If your deck has no minions, keep all 3 instead."
106390,Food Fight,1,10.0,warrior,[],[],5,spell,1905,perils-in-paradise,4,epic,3,0,0,0,,none,[12],['Deathrattle'],,none,"Summon a 0/4 Entrée for your opponent. When it dies, summon a minion from your deck."
39417,Fool's Bane,1,10.0,warrior,[],[],7,weapon,23,one-night-in-karazhan,1,common,5,3,4,0,,none,,[],,none,Unlimited attacks each turn. Can't attack heroes.
102421,Fool's Gold,1,7.0,rogue,[],[],5,spell,1892,showdown-in-the-badlands,3,rare,1,0,0,0,,none,,[],,none,Get a random Golden Pirate and Elemental from other classes.
109166,Footman,1,12.0,neutral,[],[],4,minion,1635,legacy,3,rare,4,2,5,0,,none,"[1, 17]","['Taunt', 'Immune']",,none,Taunt Adjacent minions are Immune while attacking.
121191,For All Time,1,,,"[6, 8]",[],5,spell,1957,across-the-timeways,3,rare,4,0,0,0,,none,[14],['Overload: X'],,none,Destroy all minions with 4 or less Attack. Overload: (2)
120828,For Glory!,1,10.0,warrior,[],[],5,spell,1957,across-the-timeways,1,common,5,0,0,0,,none,,[],,none,Draw 2 cards. Costs (1) less for each minion your opponent controls.
84395,For Quel'Thalas!,1,5.0,paladin,[],[],5,spell,1776,march-of-the-lich-king,3,rare,2,0,0,0,,none,,[],5.0,holy,Give a friendly minion +3 Attack. Give your hero +2 Attack this turn.
